Fecha,Incidencia acumulada Alto Hospicio,Incidencia acumulada Camina,Incidencia acumulada Colchane,Incidencia acumulada Huara,Incidencia acumulada Iquique,Incidencia acumulada Pica,Incidencia acumulada Pozo Almonte,Incidencia acumulada regional
2020-04-27,42.3,0.0,0.0,0.0,33.6,520.3,11.5,42.6
2020-04-28,,,,,,,,
2020-04-29,,,,,,,,
2020-04-30,,,,,,,,
2020-05-01,59.2,0.0,0.0,0.0,40.3,520.3,11.5,52.3
2020-05-02,,,,,,,,
2020-05-03,,,,,,,,
2020-05-04,98.5,0.0,0.0,100.0,54.6,520.3,17.2,75.0
2020-05-05,,,,,,,,
2020-05-06,,,,,,,,
2020-05-07,,,,,,,,
