Fecha,Mortalidad especifica comunal Alto Hospicio *,Mortalidad especifica comunal Camiña *,Mortalidad especifica comunal Colchane *,Mortalidad especifica comunal Huara *,Mortalidad especifica comunal Iquique *,Mortalidad especifica comunal Pica *,Mortalidad especifica comunal Pozo Almonte *
2020-07-16,,,,,,,
2020-07-17,,,,,,,
2020-07-18,,,,,,,
2020-07-19,,,,,,,
2020-07-20,,,,,,,
2020-07-21,,,,,,,
2020-07-22,,,,,,,
2020-07-23,,,,,,,
2020-07-24,,,,,,,
2020-07-25,,,,,,,
2020-07-26,,,,,,,
2020-07-27,,,,,,,
2020-07-28,,,,,,,
2020-07-29,,,,,,,
2020-07-30,,,,,,,
2020-07-31,,,,,,,
2020-08-01,,,,,,,
2020-08-02,,,,,,,
2020-08-03,,,,,,,
2020-08-04,,,,,,,
2020-08-05,,,,,,,
2020-08-06,,,,,,,
2020-08-07,,,,,,,
2020-08-08,,,,,,,
2020-08-09,,,,,,,
2020-08-10,,,,,,,
2020-08-11,,,,,,,
2020-08-12,,,,,,,
2020-08-13,,,,,,,
2020-08-14,,,,,,,
2020-08-15,,,,,,,
2020-08-16,,,,,,,
2020-08-17,,,,,,,
2020-08-18,,,,,,,
2020-08-19,,,,,,,
2020-08-20,,,,,,,
2020-08-21,,,,,,,
2020-08-22,,,,,,,
2020-08-23,,,,,,,
2020-08-24,,,,,,,
2020-08-25,,,,,,,
2020-08-26,,,,,,,
2020-08-27,,,,,,,
2020-08-28,,,,,,,
2020-08-29,,,,,,,
2020-08-30,,,,,,,
2020-08-31,,,,,,,
2020-09-01,,,,,,,
2020-09-02,,,,,,,
2020-09-03,,,,,,,
2020-09-04,,,,,,,
2020-09-05,,,,,,,
2020-09-06,,,,,,,
2020-09-07,41.54,145.45,63.17,66.67,61.76,33.57,68.99
2020-09-08,41.54,145.45,63.17,66.67,61.76,33.57,68.99
2020-09-09,41.54,145.45,63.17,66.67,61.76,33.57,68.99
2020-09-10,41.54,145.45,63.17,66.67,61.76,33.57,68.99
2020-09-11,41.54,145.45,63.17,66.67,61.76,67.14,68.99
2020-09-12,41.54,145.45,63.17,66.67,61.76,67.14,68.99
2020-09-13,41.54,145.45,63.17,66.67,61.76,67.14,68.99
2020-09-14,41.54,145.45,63.17,66.67,62.2,83.92,68.99
2020-09-15,41.54,145.45,63.17,66.67,62.2,83.92,68.99
2020-09-16,41.54,145.45,63.17,66.67,62.2,83.92,68.99
2020-09-17,41.54,145.45,63.17,66.67,62.2,83.92,68.99
2020-09-18,42.31,145.45,63.17,66.67,62.65,83.92,74.73
2020-09-19,42.31,145.45,63.17,66.67,62.65,83.92,74.73
2020-09-20,42.31,145.45,63.17,66.67,62.65,83.92,74.73
2020-09-21,42.31,145.45,126.34,66.67,62.65,83.92,74.73
2020-09-22,42.31,145.45,126.34,66.67,62.65,83.92,74.73
2020-09-23,42.31,145.45,126.34,66.67,62.65,83.92,74.73
2020-09-24,42.31,145.45,126.34,66.67,62.65,83.92,74.73
2020-09-25,43.08,145.45,126.34,66.67,64.89,83.92,74.73
2020-09-26,43.08,145.45,126.34,66.67,64.89,83.92,74.73
2020-09-27,43.08,145.45,126.34,66.67,64.89,83.92,74.73
2020-09-28,43.08,145.45,126.34,66.67,65.78,83.92,74.73
2020-09-29,43.08,145.45,126.34,66.67,65.78,83.92,74.73
2020-09-30,43.08,145.45,126.34,66.67,65.78,83.92,74.73
2020-10-01,43.08,145.45,126.34,66.67,65.78,83.92,74.73
2020-10-02,43.08,145.45,126.34,66.67,67.57,83.92,74.73
2020-10-03,43.08,145.45,126.34,66.67,67.57,83.92,74.73
2020-10-04,43.08,145.45,126.34,66.67,67.57,83.92,74.73
2020-10-05,43.08,145.45,126.34,66.67,67.57,83.92,74.73
2020-10-06,43.08,145.45,126.34,66.67,67.57,83.92,74.73
2020-10-07,43.08,145.45,126.34,66.67,67.57,83.92,74.73
2020-10-08,43.08,145.45,126.34,66.67,67.57,83.92,74.73
2020-10-09,43.08,145.45,126.34,66.67,69.36,83.92,74.73
2020-10-10,43.08,145.45,126.34,66.67,69.36,83.92,74.73
2020-10-11,43.08,145.45,126.34,66.67,69.36,83.92,74.73
2020-10-12,43.08,145.45,126.34,66.67,69.36,83.92,74.73
2020-10-13,43.08,145.45,126.34,66.67,69.36,83.92,74.73
2020-10-14,43.08,145.45,126.34,66.67,69.36,83.92,74.73
2020-10-15,43.08,145.45,126.34,66.67,69.36,83.92,74.73
2020-10-16,43.08,145.45,126.34,66.67,69.81,83.92,74.73
2020-10-17,43.08,145.45,126.34,66.67,69.81,83.92,74.73
2020-10-18,43.08,145.45,126.34,66.67,69.81,83.92,74.73
2020-10-19,43.08,145.45,126.34,66.67,71.15,83.92,74.73
2020-10-20,43.08,145.45,126.34,66.67,71.15,83.92,74.73
2020-10-21,43.08,145.45,126.34,66.67,71.15,83.92,74.73
2020-10-22,43.08,145.45,126.34,66.67,71.15,83.92,74.73
2020-10-23,43.08,145.45,126.34,66.67,71.15,83.92,74.73
2020-10-24,43.85,145.45,126.34,66.67,71.6,83.92,74.73
2020-10-25,43.85,145.45,126.34,66.67,71.6,83.92,74.73
2020-10-26,43.85,145.45,126.34,66.67,72.05,83.92,74.73
2020-10-27,43.85,145.45,126.34,66.67,72.05,83.92,74.73
2020-10-28,43.85,145.45,126.34,66.67,72.05,83.92,74.73
2020-10-29,43.85,145.45,126.34,66.67,72.05,83.92,74.73
2020-10-30,43.85,145.45,126.34,66.67,72.5,83.92,74.73
2020-10-31,43.85,145.45,126.34,66.67,72.5,83.92,74.73
2020-11-01,43.85,145.45,126.34,66.67,72.5,83.92,74.73
2020-11-02,43.85,145.45,126.34,66.67,73.39,83.92,74.73
2020-11-03,43.85,145.45,126.34,66.67,73.39,83.92,74.73
2020-11-04,43.85,145.45,126.34,66.67,73.39,83.92,74.73
2020-11-05,43.85,145.45,126.34,66.67,73.39,83.92,74.73
2020-11-06,43.85,145.45,126.34,66.67,73.39,83.92,74.73
2020-11-07,43.85,145.45,126.34,66.67,73.39,83.92,74.73
2020-11-08,43.85,145.45,126.34,66.67,73.39,83.92,74.73
2020-11-09,43.85,145.45,126.34,66.67,73.39,83.92,74.73
2020-11-10,43.85,145.45,126.34,66.67,73.39,83.92,74.73
2020-11-11,43.85,145.45,126.34,66.67,73.39,83.92,74.73
2020-11-12,43.85,145.45,126.34,66.67,73.39,83.92,74.73
2020-11-13,44.62,145.45,126.34,66.67,73.39,83.92,74.73
2020-11-14,44.62,145.45,126.34,66.67,73.39,83.92,74.73
2020-11-15,44.62,145.45,126.34,66.67,73.39,83.92,74.73
2020-11-16,44.62,145.45,126.34,66.67,73.84,83.92,74.73
2020-11-17,44.62,145.45,126.34,66.67,73.84,83.92,74.73
2020-11-18,44.62,145.45,126.34,66.67,73.84,83.92,74.73
2020-11-19,44.62,145.45,126.34,66.67,73.84,83.92,74.73
2020-11-20,44.62,145.45,126.34,66.67,74.29,83.92,74.73
2020-11-21,44.62,145.45,126.34,66.67,74.29,83.92,74.73
2020-11-22,44.62,145.45,126.34,66.67,74.29,83.92,74.73
2020-11-23,44.62,145.45,126.34,66.67,75.63,83.92,74.73
2020-11-24,44.62,145.45,126.34,66.67,75.63,83.92,74.73
2020-11-25,44.62,145.45,126.34,66.67,75.63,83.92,74.73
2020-11-26,44.62,145.45,126.34,66.67,75.63,83.92,74.73
2020-11-27,44.62,145.45,126.34,66.67,76.52,83.92,74.73
2020-11-28,44.62,145.45,126.34,66.67,76.52,83.92,74.73
2020-11-29,44.62,145.45,126.34,66.67,76.52,83.92,74.73
2020-11-30,45.38,145.45,126.34,66.67,78.31,83.92,74.73
2020-12-01,45.38,145.45,126.34,66.67,78.31,83.92,74.73
2020-12-02,45.38,145.45,126.34,66.67,78.31,83.92,74.73
2020-12-03,45.38,145.45,126.34,66.67,78.31,83.92,74.73
2020-12-04,45.38,145.45,126.34,66.67,78.76,83.92,74.73
2020-12-05,45.38,145.45,126.34,66.67,78.76,83.92,74.73
2020-12-06,45.38,145.45,126.34,66.67,78.76,83.92,74.73
2020-12-07,45.38,145.45,126.34,66.67,79.21,83.92,74.73
2020-12-08,45.38,145.45,126.34,66.67,79.21,83.92,74.73
2020-12-09,45.38,145.45,126.34,66.67,79.21,83.92,74.73
2020-12-10,45.38,145.45,126.34,66.67,79.21,83.92,74.73
2020-12-11,46.15,145.45,126.34,66.67,80.1,83.92,74.73
2020-12-12,46.15,145.45,126.34,66.67,80.1,83.92,74.73
2020-12-13,46.15,145.45,126.34,66.67,80.1,83.92,74.73
2020-12-14,46.92,145.45,126.34,66.67,80.55,83.92,74.73
2020-12-15,46.92,145.45,126.34,66.67,80.55,83.92,74.73
2020-12-16,46.92,145.45,126.34,66.67,80.55,83.92,74.73
2020-12-17,46.92,145.45,126.34,66.67,80.55,83.92,74.73
2020-12-18,48.46,145.45,126.34,66.67,81.89,83.92,74.73
2020-12-19,48.46,145.45,126.34,66.67,81.89,83.92,74.73
2020-12-20,48.46,145.45,126.34,66.67,81.89,83.92,74.73
2020-12-21,49.23,145.45,126.34,66.67,81.89,83.92,80.48
2020-12-22,49.23,145.45,126.34,66.67,81.89,83.92,80.48
2020-12-23,49.23,145.45,126.34,66.67,81.89,83.92,80.48
2020-12-24,49.23,145.45,126.34,66.67,81.89,83.92,80.48
2020-12-25,49.23,145.45,126.34,66.67,82.79,83.92,80.48
2020-12-26,49.23,145.45,126.34,66.67,82.79,83.92,80.48
2020-12-27,49.23,145.45,126.34,66.67,82.79,83.92,80.48
2020-12-28,49.23,145.45,126.34,66.67,83.24,83.92,80.48
2020-12-29,49.23,145.45,126.34,66.67,83.24,83.92,80.48
2020-12-30,49.23,145.45,126.34,66.67,83.24,83.92,80.48
2020-12-31,49.23,145.45,126.34,66.67,83.24,83.92,80.48
2021-01-01,52.31,145.45,126.34,66.67,85.47,100.7,91.98
2021-01-02,52.31,145.45,126.34,66.67,85.47,100.7,91.98
2021-01-03,52.31,145.45,126.34,66.67,85.47,100.7,91.98
2021-01-04,53.85,145.45,126.34,66.67,85.92,100.7,91.98
2021-01-05,53.85,145.45,126.34,66.67,85.92,100.7,91.98
2021-01-06,53.85,145.45,126.34,66.67,85.92,100.7,91.98
2021-01-07,53.85,145.45,126.34,66.67,85.92,100.7,91.98
2021-01-08,53.85,145.45,126.34,66.67,85.92,100.7,91.98
2021-01-09,53.85,145.45,126.34,66.67,85.92,100.7,91.98
2021-01-10,53.85,145.45,126.34,66.67,85.92,100.7,91.98
2021-01-11,56.15,145.45,126.34,100.0,90.84,100.7,91.98
2021-01-12,56.15,145.45,126.34,100.0,90.84,100.7,91.98
2021-01-13,56.15,145.45,126.34,100.0,90.84,100.7,91.98
2021-01-14,56.15,145.45,126.34,100.0,90.84,100.7,91.98
2021-01-15,57.69,145.45,126.34,100.0,92.63,100.7,91.98
2021-01-16,57.69,145.45,126.34,100.0,92.63,100.7,91.98
2021-01-17,57.69,145.45,126.34,100.0,92.63,100.7,91.98
2021-01-18,60.77,145.45,126.34,100.0,94.42,100.7,91.98
2021-01-19,60.77,145.45,126.34,100.0,94.42,100.7,91.98
2021-01-20,60.77,145.45,126.34,100.0,94.42,100.7,91.98
2021-01-21,60.77,145.45,126.34,100.0,94.42,100.7,91.98
2021-01-22,60.77,145.45,126.34,100.0,94.42,100.7,91.98
2021-01-23,60.77,145.45,126.34,100.0,94.42,100.7,91.98
2021-01-24,60.77,145.45,126.34,100.0,94.42,100.7,91.98
2021-01-25,63.08,145.45,126.34,100.0,101.58,100.7,91.98
2021-01-26,63.08,145.45,126.34,100.0,101.58,100.7,91.98
2021-01-27,63.08,145.45,126.34,100.0,101.58,100.7,91.98
