Fecha,Casos nuevos con síntomas,Casos nuevos sin síntomas,Casos nuevos por laboratorio,Casos nuevos por antígeno
2022-03-12,32.0,20.0,13.0,20.0
2022-03-13,47.0,12.0,13.0,21.0
2022-03-14,25.0,22.0,12.0,10.0
2022-03-15,42.0,9.0,16.0,10.0
2022-03-16,29.0,5.0,23.0,22.0
2022-03-17,34.0,32.0,19.0,18.0
2022-03-18,34.0,19.0,16.0,15.0
2022-03-19,32.0,20.0,17.0,16.0
2022-03-20,34.0,8.0,12.0,11.0
2022-03-21,24.0,16.0,10.0,8.0
2022-03-22,19.0,7.0,8.0,10.0
2022-03-23,18.0,4.0,36.0,9.0
2022-03-24,33.0,11.0,24.0,21.0
2022-03-25,23.0,9.0,12.0,10.0
2022-03-26,28.0,20.0,27.0,10.0
2022-03-27,33.0,13.0,10.0,18.0
2022-03-28,18.0,9.0,7.0,14.0
2022-03-29,15.0,7.0,0.0,6.0
2022-03-30,13.0,8.0,8.0,12.0
2022-03-31,23.0,14.0,6.0,8.0
2022-04-01,25.0,20.0,8.0,18.0
2022-04-02,17.0,5.0,3.0,3.0
2022-04-03,13.0,6.0,5.0,6.0
2022-04-04,17.0,5.0,7.0,11.0
2022-04-05,19.0,8.0,1.0,11.0
2022-04-06,24.0,6.0,2.0,23.0
2022-04-07,9.0,11.0,7.0,6.0
2022-04-08,19.0,8.0,7.0,8.0
2022-04-09,7.0,6.0,4.0,8.0
2022-04-10,17.0,2.0,1.0,10.0
2022-04-11,12.0,5.0,3.0,6.0
