Fecha,Fallecidos Alto Hospicio,Fallecidos Camiña,Fallecidos Colchane,Fallecidos Huara,Fallecidos Iquique,Fallecidos Pica,Fallecidos Pozo Almonte,Fallecidos Comuna desconocida,Fallecidos total comunal
2021-05-14,182.0,5.0,6.0,12.0,443.0,12.0,36.0,0.0,696.0
2021-05-15,182.0,5.0,6.0,12.0,443.0,12.0,36.0,0.0,696.0
2021-05-16,182.0,5.0,6.0,12.0,443.0,12.0,36.0,0.0,696.0
2021-05-17,184.0,5.0,6.0,12.0,446.0,12.0,36.0,0.0,701.0
2021-05-18,184.0,5.0,6.0,12.0,446.0,12.0,36.0,0.0,701.0
2021-05-19,184.0,5.0,6.0,12.0,446.0,12.0,36.0,0.0,701.0
2021-05-20,184.0,5.0,6.0,12.0,446.0,12.0,36.0,0.0,701.0
2021-05-21,187.0,6.0,6.0,12.0,452.0,12.0,37.0,0.0,712.0
2021-05-22,187.0,6.0,6.0,12.0,452.0,12.0,37.0,0.0,712.0
2021-05-23,187.0,6.0,6.0,12.0,452.0,12.0,37.0,0.0,712.0
2021-05-24,191.0,6.0,6.0,12.0,455.0,12.0,37.0,0.0,719.0
2021-05-25,191.0,6.0,6.0,12.0,455.0,12.0,37.0,0.0,719.0
2021-05-26,191.0,6.0,6.0,12.0,455.0,12.0,37.0,0.0,719.0
2021-05-27,191.0,6.0,6.0,12.0,455.0,12.0,37.0,0.0,719.0
2021-05-28,191.0,6.0,6.0,12.0,462.0,13.0,37.0,0.0,727.0
2021-05-29,191.0,6.0,6.0,12.0,462.0,13.0,37.0,0.0,727.0
2021-05-30,191.0,6.0,6.0,12.0,462.0,13.0,37.0,0.0,727.0
2021-05-31,195.0,6.0,6.0,12.0,466.0,14.0,37.0,0.0,736.0
2021-06-01,195.0,6.0,6.0,12.0,466.0,14.0,37.0,0.0,736.0
2021-06-02,195.0,6.0,6.0,12.0,466.0,14.0,37.0,0.0,736.0
2021-06-03,195.0,6.0,6.0,12.0,466.0,14.0,37.0,0.0,736.0
2021-06-04,198.0,6.0,6.0,12.0,470.0,14.0,37.0,0.0,743.0
2021-06-05,198.0,6.0,6.0,12.0,470.0,14.0,37.0,0.0,743.0
2021-06-06,198.0,6.0,6.0,12.0,470.0,14.0,37.0,0.0,743.0
2021-06-07,202.0,6.0,6.0,12.0,474.0,14.0,37.0,0.0,751.0
2021-06-08,202.0,6.0,6.0,12.0,474.0,14.0,37.0,0.0,751.0
2021-06-09,202.0,6.0,6.0,12.0,474.0,14.0,37.0,0.0,751.0
2021-06-10,202.0,6.0,6.0,12.0,474.0,14.0,37.0,0.0,751.0
2021-06-11,205.0,6.0,6.0,13.0,480.0,14.0,37.0,0.0,761.0
2021-06-12,205.0,6.0,6.0,13.0,480.0,14.0,37.0,0.0,761.0
2021-06-13,205.0,6.0,6.0,13.0,480.0,14.0,37.0,0.0,761.0
2021-06-14,208.0,6.0,6.0,13.0,485.0,15.0,37.0,0.0,770.0
2021-06-15,208.0,6.0,6.0,13.0,485.0,15.0,37.0,0.0,770.0
2021-06-16,208.0,6.0,6.0,13.0,485.0,15.0,37.0,0.0,770.0
2021-06-17,208.0,6.0,6.0,13.0,485.0,15.0,37.0,0.0,770.0
2021-06-18,210.0,6.0,6.0,13.0,491.0,15.0,38.0,0.0,779.0
2021-06-19,210.0,6.0,6.0,13.0,491.0,15.0,38.0,0.0,779.0
2021-06-20,210.0,6.0,6.0,13.0,491.0,15.0,38.0,0.0,779.0
2021-06-21,213.0,6.0,6.0,13.0,495.0,15.0,38.0,0.0,786.0
2021-06-22,213.0,6.0,6.0,13.0,495.0,15.0,38.0,0.0,786.0
2021-06-23,213.0,6.0,6.0,13.0,495.0,15.0,38.0,0.0,786.0
2021-06-24,213.0,6.0,6.0,13.0,495.0,15.0,38.0,0.0,786.0
2021-06-25,213.0,6.0,6.0,13.0,499.0,15.0,38.0,0.0,790.0
2021-06-26,213.0,6.0,6.0,13.0,499.0,15.0,38.0,0.0,790.0
2021-06-27,213.0,6.0,6.0,13.0,499.0,15.0,38.0,0.0,790.0
2021-06-28,214.0,6.0,6.0,14.0,507.0,16.0,38.0,1.0,802.0
2021-06-29,214.0,6.0,6.0,14.0,507.0,16.0,38.0,1.0,802.0
2021-06-30,214.0,6.0,6.0,14.0,507.0,16.0,38.0,1.0,802.0
2021-07-01,214.0,6.0,6.0,14.0,507.0,16.0,38.0,1.0,802.0
2021-07-02,216.0,6.0,6.0,14.0,511.0,16.0,40.0,1.0,810.0
2021-07-03,216.0,6.0,6.0,14.0,511.0,16.0,40.0,1.0,810.0
2021-07-04,216.0,6.0,6.0,14.0,511.0,16.0,40.0,1.0,810.0
2021-07-05,217.0,7.0,6.0,14.0,518.0,16.0,40.0,1.0,819.0
2021-07-06,217.0,7.0,6.0,14.0,518.0,16.0,40.0,1.0,819.0
2021-07-07,217.0,7.0,6.0,14.0,518.0,16.0,40.0,1.0,819.0
2021-07-08,217.0,7.0,6.0,14.0,518.0,16.0,40.0,1.0,819.0
2021-07-09,217.0,7.0,6.0,14.0,523.0,16.0,41.0,1.0,825.0
2021-07-10,217.0,7.0,6.0,14.0,523.0,16.0,41.0,1.0,825.0
2021-07-11,217.0,7.0,6.0,14.0,523.0,16.0,41.0,1.0,825.0
2021-07-12,221.0,7.0,6.0,14.0,528.0,16.0,41.0,1.0,834.0
2021-07-13,221.0,7.0,6.0,14.0,528.0,16.0,41.0,1.0,834.0
2021-07-14,221.0,7.0,6.0,14.0,528.0,16.0,41.0,1.0,834.0
2021-07-15,221.0,7.0,6.0,14.0,528.0,16.0,41.0,1.0,834.0
2021-07-16,223.0,8.0,6.0,14.0,530.0,16.0,41.0,1.0,839.0
2021-07-17,223.0,8.0,6.0,14.0,530.0,16.0,41.0,1.0,839.0
2021-07-18,223.0,8.0,6.0,14.0,530.0,16.0,41.0,1.0,839.0
2021-07-19,223.0,9.0,6.0,14.0,530.0,16.0,41.0,1.0,840.0
2021-07-20,223.0,9.0,6.0,14.0,530.0,16.0,41.0,1.0,840.0
2021-07-21,223.0,9.0,6.0,14.0,530.0,16.0,41.0,1.0,840.0
2021-07-22,223.0,9.0,6.0,14.0,530.0,16.0,41.0,1.0,840.0
2021-07-23,225.0,9.0,6.0,15.0,537.0,16.0,41.0,1.0,850.0
2021-07-24,,,,,,,,,
2021-07-25,,,,,,,,,
