Fecha,Fallecidos confirmados DEIS Alto Hospicio,Fallecidos confirmados DEIS Camiña,Fallecidos confirmados DEIS Colchane,Fallecidos confirmados DEIS Huara,Fallecidos confirmados DEIS Iquique,Fallecidos confirmados DEIS Pica,Fallecidos confirmados DEIS Pozo Almonte
2021-11-27,189.0,4.0,3.0,7.0,573.0,14.0,25.0
2021-11-28,189.0,4.0,3.0,7.0,573.0,14.0,25.0
2021-11-29,189.0,4.0,3.0,7.0,574.0,14.0,25.0
2021-11-30,189.0,4.0,3.0,7.0,574.0,14.0,25.0
2021-12-01,189.0,4.0,3.0,7.0,574.0,14.0,25.0
2021-12-02,189.0,4.0,3.0,7.0,574.0,14.0,25.0
2021-12-03,189.0,4.0,3.0,7.0,574.0,14.0,25.0
2021-12-04,189.0,4.0,3.0,7.0,574.0,14.0,25.0
2021-12-05,189.0,4.0,3.0,7.0,574.0,14.0,25.0
2021-12-06,189.0,4.0,3.0,7.0,575.0,14.0,25.0
2021-12-07,189.0,4.0,3.0,7.0,575.0,14.0,25.0
2021-12-08,189.0,4.0,3.0,7.0,575.0,14.0,25.0
2021-12-09,189.0,4.0,3.0,7.0,575.0,14.0,25.0
2021-12-10,189.0,4.0,3.0,7.0,577.0,14.0,25.0
2021-12-11,189.0,4.0,3.0,7.0,577.0,14.0,25.0
2021-12-12,189.0,4.0,3.0,7.0,577.0,14.0,25.0
2021-12-13,189.0,4.0,3.0,7.0,579.0,14.0,25.0
2021-12-14,189.0,4.0,3.0,7.0,579.0,14.0,25.0
2021-12-15,189.0,4.0,3.0,7.0,579.0,14.0,25.0
2021-12-16,189.0,4.0,3.0,7.0,579.0,14.0,25.0
2021-12-17,189.0,4.0,3.0,7.0,582.0,14.0,25.0
2021-12-18,189.0,4.0,3.0,7.0,582.0,14.0,25.0
2021-12-19,189.0,4.0,3.0,7.0,582.0,14.0,25.0
2021-12-20,189.0,4.0,3.0,7.0,583.0,14.0,25.0
2021-12-21,189.0,4.0,3.0,7.0,583.0,14.0,25.0
2021-12-22,189.0,4.0,3.0,7.0,583.0,14.0,25.0
2021-12-23,189.0,4.0,3.0,7.0,583.0,14.0,25.0
2021-12-24,189.0,4.0,3.0,7.0,586.0,14.0,25.0
2021-12-25,189.0,4.0,3.0,7.0,586.0,14.0,25.0
2021-12-26,189.0,4.0,3.0,7.0,586.0,14.0,25.0
2021-12-27,189.0,4.0,3.0,7.0,586.0,14.0,25.0
2021-12-28,189.0,4.0,3.0,7.0,586.0,14.0,25.0
2021-12-29,189.0,4.0,3.0,7.0,586.0,14.0,25.0
2021-12-30,189.0,4.0,3.0,7.0,586.0,14.0,25.0
2021-12-31,189.0,4.0,3.0,7.0,587.0,14.0,25.0
2022-01-01,189.0,4.0,3.0,7.0,587.0,14.0,25.0
2022-01-02,189.0,4.0,3.0,7.0,587.0,14.0,25.0
2022-01-03,190.0,4.0,3.0,7.0,587.0,14.0,25.0
2022-01-04,,,,,,,
2022-01-05,,,,,,,
